a4,105.5
B15,0
B16,0
B19a,740
B19b,649
B1a,0
B1b,1054
B20a,247.5
B20b,436.5
B21b,233
B21d,14.5
B24,2223
B25,3295.5
B27,0
B29,1343.5
B2a1,0
B30,5074
B3a1,0
B4c,0
B5,990
S1,0
S10,4779.5
S14,0
S2,0
S3,304
S4,286
S5,9497.5
S6,9842
S7,586
S8,170.5
S9,8062.5
 ,0
